Name,Record,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Brian Ebersole,51-18-1 (1 NC),"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,1.70,23%,61%,0.1
Roybert Echeverria,7-1-0,"5' 5""",125 lbs.,"67""",Switch,"Aug 21, 1995",2.95,53%,2.52,57%,0.00,0%,71%,2.6
Mark Eddiva,6-3-0,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",3.37,45%,2.98,54%,1.45,22%,63%,0.0
Frankie Edgar,23-11-1,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",3.77,40%,2.82,65%,2.29,31%,65%,0.3
Abdul-Kerim Edilov,17-4-0,"6' 2""",205 lbs.,--,Orthodox,"Nov 25, 1991",10.22,61%,0.13,92%,3.98,100%,0%,2.0
Johnny Eduardo,28-13-0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2.95,39%,3.22,63%,0.22,20%,58%,0.4
Yves Edwards,42-22-1 (1 NC),"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7
Justin Edwards,9-5-0,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,2.14,26%,27%,1.0
Leon Edwards,21-3-0 (1 NC),"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.80,53%,2.40,53%,1.26,33%,69%,0.3
Te Edwards,6-3-0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",1.50,41%,4.15,44%,0.72,100%,44%,0.0
Adli Edwards,4-1-0,--,145 lbs.,--,,"Aug 28, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joselyne Edwards,13-4-0,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",5.30,52%,3.48,51%,0.33,15%,64%,0.2
Tom Egan,7-5-0,"5' 11""",170 lbs.,--,Orthodox,--,0.00,0%,3.91,50%,0.00,0%,28%,0.0
Stephanie Egger,8-4-0,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",1.93,53%,2.08,53%,3.04,40%,50%,0.8
Justin Eilers,19-7-1,"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",2.86,43%,5.66,49%,0.82,25%,50%,0.0
Jon Olav Einemo,6-3-0,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",2.15,52%,3.05,52%,1.73,55%,43%,0.0
Per Eklund,14-5-1,"5' 10""",155 lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,2.07,11%,50%,3.6
John Elam,2-0-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Evan Elder,7-2-0,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",3.78,48%,5.42,43%,0.59,12%,28%,0.0
John Paul Elias,3-1-0,"6' 4""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joao Elias,17-4-1 (1 NC),"5' 3""",125 lbs.,"64""",Southpaw,"Jan 08, 1995",0.40,50%,6.47,20%,0.00,0%,50%,0.0
Saul Elizondo,6-8-0,"5' 7""",135 lbs.,--,,"Jul 17, 1985",2.07,30%,4.93,48%,2.00,100%,66%,1.0
Darren Elkins,27-11-0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.53,38%,3.35,51%,2.73,34%,58%,1.1
Jake Ellenberger,31-15-0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2.47,39%,2.83,60%,2.04,47%,86%,0.4
Joe Ellenberger,15-2-0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",1.62,47%,3.45,48%,3.17,40%,0%,1.1
Tim Elliott,19-12-1,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",3.58,44%,2.86,56%,3.73,44%,61%,1.0
Eddy Ellis,21-16-1 (1 NC),"5' 9""",170 lbs.,--,Orthodox,--,3.40,69%,1.53,68%,4.00,66%,50%,2.0
Lisa Ellis,15-11-0,"5' 4""",115 lbs.,--,,"Nov 15, 1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6
Anna Elmose,3-2-0,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",3.68,49%,4.64,56%,0.00,0%,33%,0.0
Cameron Else,10-6-0,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",1.99,40%,8.09,51%,0.00,0%,0%,0.0
Aaron Ely,5-2-0,"5' 8""",135 lbs.,--,,"Mar 18, 1989",0.82,15%,0.66,69%,2.47,100%,50%,4.9
Sovannahry Em,3-1-0,"5' 4""",135 lbs.,--,,"Jun 26, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ramazan Emeev,20-6-0,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",2.53,45%,2.14,65%,2.37,29%,66%,0.7
Aleksander Emelianenko,23-7-0,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981",2.75,41%,1.70,65%,2.32,72%,66%,0.9
Fedor Emelianenko,36-5-0 (1 NC),"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",3.18,51%,1.00,63%,2.00,63%,82%,1.9
Rob Emerson,18-12-0 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2.50,30%,2.83,64%,2.02,52%,65%,0.4
Jamall Emmers,19-6-0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.28,50%,3.75,59%,2.26,50%,100%,0.3
Josh Emmett,18-3-0,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",4.17,37%,4.43,62%,1.07,37%,58%,0.1
Marius Enache,3-3-0,"5' 11""",155 lbs.,--,,"Oct 16, 1975",1.71,34%,0.66,84%,3.94,100%,0%,3.9
Kevin Engel,5-1-0,"6' 2""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kolton Englund,9-4-0,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993",2.31,25%,11.54,40%,0.00,0%,0%,0.0
Oliver Enkamp,7-2-0,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",2.38,36%,3.55,37%,0.87,16%,0%,0.0
Alex Enlund,14-2-0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kenny Ento,14-15-0,"6' 2""",192 lbs.,--,,--,8.41,79%,0.00,100%,5.49,100%,0%,11.0
Ian Entwistle,9-3-0,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986",0.11,7%,7.36,31%,0.00,0%,0%,12.1
Andy Enz,10-4-0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",3.51,23%,5.32,57%,0.00,0%,58%,0.0
Won Jin Eoh,5-5-1,"5' 7""",160 lbs.,--,Orthodox,--,3.74,44%,3.58,46%,0.00,0%,50%,0.0
Josh Epps,6-7-0,--,130 lbs.,--,,"Aug 23, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Stephen Erceg,9-1-0,--,125 lbs.,--,,"Jul 27, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Stephen Erczeg,7-1-0,--,125 lbs.,--,,"Jul 27, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tom Erikson,9-4-1,"6' 3""",280 lbs.,--,Orthodox,--,0.94,47%,1.87,25%,4.68,60%,100%,6.2
Konstantin Erokhin,9-3-0,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",1.07,36%,1.83,47%,0.00,0%,70%,0.0
Julian Erosa,28-12-0,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",6.22,48%,6.35,47%,1.66,46%,61%,0.6
Jarno Errens,13-4-1,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994",1.33,37%,2.13,54%,0.00,0%,40%,1.0
Nick Ertl,8-6-0,"5' 9""",155 lbs.,--,,--,1.34,69%,1.59,41%,1.88,50%,0%,0.0
Chel Erwin-Davis,5-1-0,"6' 0""",170 lbs.,--,,--,4.06,54%,1.13,61%,4.25,100%,50%,1.4
Bobby Escalante,5-6-0,--,130 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eric Esch,15-10-1,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",3.07,71%,1.74,43%,0.00,0%,0%,2.0
Pro Escobedo,1-0-0,--,205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cole Escovedo,17-9-0,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",1.77,43%,4.32,49%,0.43,33%,13%,0.0
Efrain Escudero,28-12-0,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",2.92,44%,2.30,63%,1.31,40%,66%,0.8
Evan Esguerra,8-7-0 (1 NC),--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Carla Esparza,20-7-0,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.16,40%,2.69,55%,3.22,35%,47%,0.3
Juan Espino,11-2-0,"6' 3""",255 lbs.,"80""",,"Oct 09, 1980",2.38,70%,1.95,40%,8.93,78%,50%,2.4
Jordan Espinosa,15-9-0 (1 NC),"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52%,2.94,57%,0.75,28%,70%,0.2
Jodie Esquibel,6-6-0,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",4.10,31%,7.37,52%,0.75,21%,83%,0.0
Rafael Estevam,11-0-0,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996",6.47,80%,0.40,50%,4.04,50%,0%,0.0
Achilles Estremadura,7-1-0,"5' 10""",155 lbs.,"68""",Orthodox,"Mar 11, 1992",3.20,43%,3.27,70%,0.00,0%,0%,0.0
Shaun Etchell,7-3-0,"5' 7""",125 lbs.,"68""",Switch,"Aug 05, 1993",0.00,0%,0.00,0%,4.37,100%,100%,0.0
Terry Etim,16-5-0,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2.16,35%,2.53,67%,0.43,30%,39%,1.4
Fred Ettish,1-1-0,"6' 0""",180 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Scott Ettling,4-2-0,--,135 lbs.,--,,--,0.00,0%,0.54,83%,8.04,100%,0%,0.0
Sijara Eubanks,8-7-0,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985",4.30,43%,3.43,57%,1.90,44%,66%,0.3
Billy Evangelista,13-3-0 (1 NC),"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",4.51,40%,3.96,61%,1.60,19%,61%,0.2
Rashad Evans,19-8-1,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2.14,37%,2.42,63%,2.98,44%,73%,0.0
Doug Evans,13-10-0,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",1.79,35%,2.55,55%,3.19,83%,69%,0.6
Ashlee Evans-Smith,6-5-0,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.54,34%,4.69,55%,1.10,23%,66%,0.0
Dan Evensen,11-4-0,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",0.27,10%,3.86,38%,0.00,0%,0%,4.0
Tonya Evinger,19-8-0 (1 NC),"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",1.16,42%,4.02,38%,0.93,30%,33%,0.9
Movsar Evloev,17-0-0,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",4.57,49%,2.74,61%,4.71,50%,71%,0.3
Andre Ewell,17-9-0,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",4.28,40%,4.87,51%,0.36,75%,72%,0.1
Neal Ewing,6-0-0,--,185 lbs.,--,,"Sep 30, 1985",2.27,60%,1.93,48%,5.00,62%,0%,0.0
Jessica Eye,15-11-0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",3.86,37%,4.19,55%,0.58,40%,57%,0.5
Edward Faaloloto,2-5-0,--,155 lbs.,"70""",,"Jul 15, 1984",2.28,32%,6.25,44%,1.01,25%,33%,0.0
Urijah Faber,35-11-0,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.65,40%,2.59,64%,1.54,30%,58%,0.8
Melinda Fabian,4-4-2,"5' 6""",125 lbs.,"66""",,"Jun 25, 1987",4.03,41%,4.00,62%,0.00,0%,100%,0.0
Wagnney Fabiano,16-4-0,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",1.19,38%,0.66,70%,3.44,64%,100%,0.4
Bartosz Fabinski,15-5-0,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",2.23,68%,1.46,51%,7.10,70%,80%,0.0
Ron Faircloth,33-20-0 (1 NC),"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979",0.39,40%,8.90,42%,0.00,0%,0%,0.0
Jason Fairn,4-5-0,"6' 1""",230 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Zarah Fairn,6-5-0,"5' 8""",145 lbs.,"72""",Orthodox,"Dec 10, 1983",5.85,46%,6.74,48%,0.00,0%,50%,0.0
Rinat Fakhretdinov,20-1-0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991",2.93,68%,0.70,57%,6.00,63%,100%,0.0
Maiquel Falcao,37-10-0 (1 NC),"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981",1.67,55%,0.53,86%,1.00,100%,71%,3.0
Pedro Falcao,15-3-0,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992",3.02,60%,0.57,65%,3.23,60%,83%,0.0
Brodie Farber,16-7-0,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",1.69,45%,2.17,53%,0.90,50%,20%,0.9
Joao Paulo Faria,1-1-0,"5' 9""",155 lbs.,--,,--,6.69,64%,2.09,85%,1.25,50%,0%,1.2
Kalindra Faria,18-8-1,"5' 7""",125 lbs.,--,Switch,"Jul 23, 1986",2.23,56%,1.44,45%,1.31,66%,20%,0.7
Chance Farrar,8-3-0 (1 NC),"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975",0.81,22%,2.21,67%,3.02,100%,0%,0.0
Rico Farrington,7-3-0,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989",6.33,41%,7.20,51%,0.00,0%,20%,0.0
Kelly Faszholz,4-2-0,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",4.01,48%,3.61,52%,0.00,0%,44%,0.0
Rodney Faverus,25-20-3 (1 NC),"6' 0""",215 lbs.,--,Southpaw,--,2.30,53%,1.60,54%,4.50,100%,25%,0.0
Paul Felder,17-6-0,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.70,44%,3.44,48%,0.29,28%,64%,0.2
Carlos Felipe,11-2-0,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,45%,5.60,50%,0.00,0%,72%,0.0
JP Felty,4-5-0,--,170 lbs.,--,,"Apr 28, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Feng Pengchao,15-9-1,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kevin Ferguson,5-2-0 (1 NC),"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",2.30,50%,3.41,38%,3.10,72%,36%,1.2
Rhadi Ferguson,3-0-0,"5' 7""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tony Ferguson,26-8-0,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",5.07,45%,3.95,58%,0.44,41%,66%,1.0
Josh Ferguson,10-5-0,"5' 5""",125 lbs.,--,Orthodox,"May 13, 1988",2.13,43%,4.18,32%,0.59,11%,54%,0.0
CJ Fernandes,14-8-3,"6' 2""",170 lbs.,--,,"Nov 13, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bibiano Fernandes,20-3-0,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980",2.91,40%,2.02,72%,3.97,53%,77%,0.6
Gabriella Fernandes,8-2-0,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",1.73,46%,1.60,55%,0.00,0%,50%,0.0
Lucas Fernando,9-1-0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alexandre Ferreira,18-6-0,"5' 7""",205 lbs.,--,Orthodox,"Apr 25, 1979",2.57,60%,8.14,42%,0.00,0%,0%,0.0
Cezar Ferreira,13-8-0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",1.90,42%,2.44,53%,2.69,53%,84%,0.5
Diego Ferreira,18-5-0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",4.66,37%,3.42,56%,0.71,22%,63%,0.7
Erisson Ferreira,12-2-0,"5' 6""",125 lbs.,"70""",Orthodox,"May 03, 1991",1.75,32%,2.75,56%,1.11,100%,66%,1.7
Brunno Ferreira,10-0-0,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992",6.55,53%,5.34,49%,0.00,0%,100%,0.0
Scott Ferrozzo,4-2-0,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Timo Feucht,8-1-0,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andre Fialho,16-7-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994",3.02,39%,5.59,50%,0.00,0%,60%,0.0
Drew Fickett,42-21-0,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",2.33,41%,2.29,57%,1.30,35%,30%,2.2
Scott Fiedler,0-1-0,"6' 4""",235 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ron Fields,28-32-1,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974",0.33,33%,2.64,11%,0.00,0%,0%,0.0
Michal Figlak,8-1-0,"5' 10""",155 lbs.,"70""",Orthodox,"Aug 15, 1996",1.87,29%,4.00,44%,1.00,20%,57%,0.0
Deiveson Figueiredo,21-3-1,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987",3.09,55%,3.50,51%,1.44,42%,57%,1.8
Francisco Figueiredo,13-5-1 (1 NC),"5' 6""",125 lbs.,"68""",Southpaw,"Oct 23, 1989",2.04,61%,2.59,61%,2.51,75%,76%,0.4
Anthony Figueroa,11-8-1,"5' 4""",135 lbs.,--,Orthodox,--,2.37,48%,3.77,49%,0.00,0%,58%,0.0
Edwin Figueroa,9-5-0,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",2.57,39%,3.06,51%,0.20,100%,37%,0.6
Paulo Filho,23-6-3,"5' 8""",185 lbs.,--,Southpaw,"May 24, 1978",1.86,48%,1.67,66%,2.40,32%,42%,1.6
Jafel Filho,14-3-0,"5' 7""",125 lbs.,"68""",Orthodox,"May 05, 1993",1.46,36%,1.92,46%,1.15,28%,55%,1.7
Andre Fili,22-9-0 (1 NC),"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",3.83,37%,4.03,52%,2.38,49%,69%,0.3
Mirko Filipovic,35-11-2 (1 NC),"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3
Brady Fink,2-3-0,"6' 0""",183 lbs.,--,Orthodox,--,1.69,41%,1.69,61%,3.63,25%,0%,3.6
Jesse Finney,5-1-0,"6' 0""",170 lbs.,--,,"Jul 11, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jan Finney,11-12-0,"5' 8""",135 lbs.,--,Orthodox,--,2.16,28%,8.75,42%,0.77,11%,25%,0.0
Luigi Fioravanti,26-15-0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2.23,42%,2.21,69%,3.76,63%,67%,0.9
Nick Fiore,6-2-0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 10, 1997",2.83,46%,7.93,42%,2.50,45%,71%,0.0
Manon Fiorot,10-1-0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",6.58,42%,3.14,71%,1.69,50%,83%,0.0
Luiz Firmino,19-8-0,"5' 6""",154 lbs.,--,Orthodox,"Mar 18, 1982",1.23,50%,1.22,51%,3.86,45%,20%,0.9
Spencer Fisher,24-9-0,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",3.17,43%,3.03,64%,0.67,30%,60%,0.8
Chris Fishgold,18-4-1,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",2.01,32%,2.70,46%,2.59,46%,44%,1.3
Bryanna Fissori,2-4-0,"5' 4""",145 lbs.,--,,--,1.40,46%,1.20,57%,2.00,25%,50%,0.0
Jon Fitch,30-7-1 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,50%,1.65,54%,3.60,51%,56%,0.8
Isi Fitikefu,6-0-0,"5' 10""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rafael Fiziev,12-2-0,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",5.06,51%,5.17,48%,0.31,40%,90%,0.0
Colin Fletcher,14-8-0,"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983",3.10,34%,2.97,62%,0.00,0%,27%,0.0
AJ Fletcher,10-2-0,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997",3.54,49%,4.59,47%,1.92,41%,28%,1.1
Jimmy Flick,16-6-0,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990",1.90,57%,3.41,45%,2.13,42%,0%,5.7
Luke Flores,9-2-0,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",1.56,44%,1.88,60%,0.00,0%,40%,1.2
Ty Flores,7-3-0,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993",2.00,37%,7.80,25%,1.00,9%,0%,0.0
Alejandro Flores,17-3-0,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991",3.66,40%,2.02,54%,0.00,0%,0%,0.0
Kenny Florian,14-6-0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2.41,40%,1.85,63%,2.22,33%,60%,1.3
Darrius Flowers,12-5-1,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 25, 1994",0.82,100%,1.64,33%,0.00,0%,100%,0.0
Cody Floyd,2-0-0,--,--,--,,"Jul 18, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bobby Flynn,6-4-0,--,170 lbs.,--,,--,0.38,25%,0.77,0%,0.00,0%,0%,0.0
Caros Fodor,11-6-0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",2.76,54%,2.83,54%,2.10,25%,50%,0.0
Mal Foki,5-5-0,"5' 7""",220 lbs.,--,Orthodox,--,2.86,14%,14.29,54%,0.00,0%,0%,0.0
Matt Foki,5-4-0 (1 NC),"5' 7""",220 lbs.,--,Orthodox,--,0.00,0%,3.37,56%,0.00,0%,0%,0.0
AJ Fonseca,5-4-0,"5' 4""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rob Font,20-6-0,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",6.46,46%,4.03,56%,1.01,36%,55%,0.4
Claudionor Fontinelle,10-15-1,"5' 5""",185 lbs.,--,Orthodox,--,2.62,42%,10.25,28%,0.00,0%,0%,0.0
Jesse Forbes,15-5-0,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",2.11,24%,4.06,53%,1.79,75%,66%,1.2
Sterling Ford,15-7-0,"5' 10""",155 lbs.,--,,"Mar 12, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Codale Ford,11-9-0,"5' 9""",170 lbs.,--,,"May 13, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jussier Formiga,23-8-0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",1.42,39%,2.34,64%,1.82,35%,87%,0.6
Renee Forte,8-4-0,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",2.08,32%,2.12,63%,2.32,58%,66%,0.0
Brianna Fortino,9-3-0,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993",3.53,41%,3.23,57%,2.50,45%,66%,0.0
Marcel Fortuna,9-3-0,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",3.83,46%,4.52,64%,0.45,8%,75%,0.5
Brian Foster,27-10-0,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",3.30,39%,1.63,65%,3.67,60%,37%,1.8
Xavier Foupa-Pokam,32-22-0,"6' 1""",185 lbs.,--,Open Stance,"Jul 03, 1982",1.47,43%,2.50,49%,0.00,0%,16%,0.0
Mason Fowler,2-0-0,"5' 11""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brandon Foxworth,18-4-0,"5' 11""",145 lbs.,--,Orthodox,"Apr 28, 1979",1.33,32%,4.59,50%,0.00,0%,0%,0.0
Hermes Franca,24-17-0 (1 NC),"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",1.78,39%,2.85,55%,1.53,36%,37%,2.4
Glaico Franca Moreira,15-5-0,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",2.35,42%,3.46,47%,2.68,42%,76%,0.3
Francisco France,13-5-1,"6' 0""",205 lbs.,--,,"Jan 21, 1983",0.54,33%,3.51,27%,0.00,0%,0%,6.1
John Franchi,6-2-0,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982",1.83,48%,2.59,48%,2.68,80%,40%,0.3
Rich Franklin,29-7-0 (1 NC),"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",4.10,44%,2.07,62%,1.31,66%,63%,0.7
Zoila Frausto,13-5-0,"5' 4""",135 lbs.,--,Orthodox,--,0.77,31%,1.64,53%,0.00,0%,57%,0.0
Stephanie Frausto,8-7-0,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 20, 1990",1.43,21%,3.57,60%,0.00,0%,0%,0.0
Zane Frazier,4-11-0,"6' 5""",250 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gary Frazier,3-3-0,"6' 0""",245 lbs.,--,Orthodox,--,1.50,39%,2.77,46%,0.00,0%,100%,0.0
Justin Frazier,10-3-0,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",1.11,66%,6.11,4%,0.00,0%,0%,0.0
Ian Freeman,20-7-1,"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966",2.54,48%,3.11,44%,1.44,40%,80%,0.7
Jason Freeman,6-4-0 (1 NC),"6' 2""",225 lbs.,--,,"Sep 02, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Willamy Freire,26-6-0,"5' 8""",155 lbs.,--,,"Jul 28, 1987",1.53,37%,0.93,62%,0.50,100%,73%,0.0
Patricio Freire,26-4-0,"5' 5""",145 lbs.,"65""",,"Jul 07, 1987",2.84,41%,4.43,60%,0.60,18%,94%,0.6
