Name,Wins,Losses,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,URL
Marc Cofer,7,5,,185.0,,,1972-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e90d9d0681270953
John Cofer,8,4,69.0,155.0,,Southpaw,1984-04-29,2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0,http://ufcstats.com/fighter-details/8b260672a21d1fd6
Chris Coggins,7,10,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a0c29b13f7a5df32
Felipe Colares,10,4,68.0,145.0,69.0,Orthodox,1994-03-31,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,http://ufcstats.com/fighter-details/dbac0a413af64bbe
Wayne Cole,16,25,73.0,205.0,,Orthodox,,0.57,0.2,8.33,0.27,4.31,0.25,0.0,4.3,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc
Devin Cole,20,10,76.0,240.0,,Orthodox,1976-10-01,3.5,0.55,2.14,0.48,2.18,0.42,0.66,0.0,http://ufcstats.com/fighter-details/1174782eacde9b0c
Coltin Cole,4,5,,185.0,,,1989-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cecd72feb0d640e3
Ivan Cole,2,3,69.0,135.0,,,1990-11-30,2.68,0.36,4.69,0.46,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/987b80f57190d6d0
Mark Coleman,16,10,73.0,205.0,75.0,Orthodox,1964-12-20,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,http://ufcstats.com/fighter-details/21b8a0f5c231096f
Cortez Coleman,13,8,73.0,185.0,,,1982-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ffb20ae0db47ebe6
Clay Collard,14,7,71.0,145.0,73.0,Orthodox,1993-03-10,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,http://ufcstats.com/fighter-details/cc900c6a71ed23f3
Jamie Colleen,4,1,63.0,115.0,65.0,Orthodox,1985-11-02,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,http://ufcstats.com/fighter-details/6b64db453edf4c50
Jake Collier,13,8,75.0,230.0,78.0,Orthodox,1988-10-25,5.75,0.43,4.82,0.5,0.89,0.35,0.67,0.5,http://ufcstats.com/fighter-details/92fa1401b7927da3
Christian Colombo,8,3,77.0,265.0,,Orthodox,1980-07-01,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/9123c54d0a2b72dd
Willian Colorado,11,1,70.0,135.0,72.0,,1986-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/dfc7f0a2d91ad337
Wes Combs,20,6,74.0,205.0,,Orthodox,1973-06-18,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a85998eb79650b2c
Carlos Condit,32,14,74.0,170.0,75.0,Orthodox,1984-04-26,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,http://ufcstats.com/fighter-details/f9f07bb5a43535ed
Chris Condo,0,1,72.0,335.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/41e77dc504a192c6
Montserrat Conejo,10,2,60.0,115.0,61.0,Southpaw,1993-02-03,1.16,0.37,2.44,0.51,3.85,0.8,0.0,1.9,http://ufcstats.com/fighter-details/1235b31de15d0c6e
Tristan Connelly,14,8,70.0,145.0,68.0,Orthodox,1985-12-12,3.31,0.51,2.96,0.5,0.33,0.14,0.6,0.3,http://ufcstats.com/fighter-details/2ebfbe72ed703925
Marcos Conrado Jr.,5,1,74.0,220.0,,Orthodox,1982-03-14,1.6,0.34,9.69,0.35,1.84,0.14,0.0,0.0,http://ufcstats.com/fighter-details/d450769115a193c2
Jeremiah Constant,11,8,73.0,240.0,,Orthodox,1974-07-19,1.5,0.75,3.25,0.43,0.0,0.0,0.0,7.5,http://ufcstats.com/fighter-details/18f5669a92e99d92
Jonathan Contrestano,6,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/06d4eb8123087123
Bob Cook,5,0,69.0,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a
Mike Cook,13,13,73.0,205.0,,Orthodox,,1.72,0.49,2.4,0.46,1.03,0.33,0.55,2.1,http://ufcstats.com/fighter-details/3ab0df1ddd5f1dc2
Chad Cook,10,12,74.0,205.0,,,1979-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e6daf9cdbf0da889
TJ Cook,13,5,,205.0,,,1982-09-08,2.3,0.47,3.18,0.54,1.01,0.5,0.0,0.0,http://ufcstats.com/fighter-details/fa238ecfd048f7d8
Dewey Cooper,2,1,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5efaaf313b652dd7
Brett Cooper,23,12,72.0,170.0,,Orthodox,1987-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/88ffe9745e218dd8
Bill Cooper,2,1,,155.0,,,1984-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/78bd6940d093fd33
Bobby Cooper,12,7,73.0,155.0,,,,2.87,0.25,3.4,0.59,0.0,0.0,0.4,1.0,http://ufcstats.com/fighter-details/1b51895e5572cfda
Amanda Cooper,3,5,63.0,115.0,64.0,Switch,1991-10-22,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,http://ufcstats.com/fighter-details/d4a31850a7457f1b
Kit Cope,6,7,72.0,170.0,,Orthodox,1977-03-17,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5,http://ufcstats.com/fighter-details/ce47f49e5c386a9c
Chris Cope,8,4,72.0,170.0,72.0,Orthodox,1983-03-05,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,http://ufcstats.com/fighter-details/8c8c92a12621d7e0
Josh Copeland,12,4,73.0,265.0,,Orthodox,1982-10-20,1.03,0.31,3.01,0.55,0.0,0.0,0.57,0.0,http://ufcstats.com/fighter-details/3aa794cbe1e3484b
Michael Cora,4,1,73.0,170.0,77.0,Southpaw,1989-08-24,0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0,http://ufcstats.com/fighter-details/2b91eff985b532cd
Akira Corassani,12,6,68.0,145.0,68.0,Orthodox,1982-08-27,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,http://ufcstats.com/fighter-details/3f52ce18fb98008f
Muhsin Corbbrey,17,9,70.0,155.0,,Orthodox,1978-05-18,2.02,0.34,5.41,0.53,0.0,0.0,0.8,0.4,http://ufcstats.com/fighter-details/1f9344211ca7fd60
Daniel Cormier,22,3,71.0,235.0,72.0,Orthodox,1979-03-20,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,http://ufcstats.com/fighter-details/d967f0128c323de6
Clint Coronel,2,5,,155.0,,,,4.93,0.32,5.6,0.66,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad
Henry Corrales,13,3,69.0,145.0,,,,4.12,0.41,5.84,0.55,0.0,0.0,0.69,0.0,http://ufcstats.com/fighter-details/7cb0946d51b8cde7
Bethe Correia,11,6,65.0,135.0,64.0,Orthodox,1983-06-22,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,http://ufcstats.com/fighter-details/673ea7dcc786b1b3
Wesley Correira,20,16,75.0,260.0,,Orthodox,1978-11-11,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8
Waldo Cortes-Acosta,9,0,76.0,260.0,78.0,Orthodox,1991-10-03,7.81,0.5,4.07,0.59,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/fc08099550072fe4
Tracy Cortez,10,1,65.0,125.0,65.0,Orthodox,1993-12-10,3.56,0.54,2.32,0.59,2.8,0.48,0.71,0.4,http://ufcstats.com/fighter-details/68d4a891e5cf2029
Reyes Cortez,5,2,67.0,135.0,68.0,Orthodox,1992-07-31,3.13,0.39,5.2,0.59,2.0,0.2,0.0,0.0,http://ufcstats.com/fighter-details/1a7d44196949577c
Chad Corvin,5,0,77.0,255.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1267b631db78665a
Louis Cosce,7,2,69.0,170.0,71.0,Orthodox,1995-08-27,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Orion Cosce,8,1,71.0,170.0,71.0,Switch,1994-07-15,2.92,0.53,3.53,0.46,2.3,0.4,0.72,0.0,http://ufcstats.com/fighter-details/2c010b26a3306969
Miguel Cosio,1,13,76.0,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d150c6fbdb7687f4
Jadson Costa,22,8,67.0,155.0,,Orthodox,,0.2,0.5,3.05,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/222d6b547de2e035
Guilherme Costa,7,1,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/28877eddb1c0b967
Paulo Costa,14,2,73.0,185.0,72.0,Orthodox,1991-04-21,6.5,0.6,6.38,0.47,0.53,0.75,0.79,0.0,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Randy Costa,6,4,69.0,135.0,73.0,Switch,1994-07-06,6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Alessandro Costa,12,3,64.0,125.0,67.0,Orthodox,1996-01-28,2.28,0.3,3.16,0.63,0.0,0.0,0.87,0.0,http://ufcstats.com/fighter-details/3fa97913cfd205d3
Melquizael Costa,19,6,70.0,155.0,71.0,Southpaw,1996-09-14,2.53,0.46,2.42,0.33,0.0,0.0,0.42,0.0,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e
Oscar Cota,11,3,72.0,230.0,72.0,Orthodox,1984-10-15,0.33,0.41,2.47,0.41,0.0,0.0,0.6,1.0,http://ufcstats.com/fighter-details/f584a6e0b5b74604
Patrick Cote,23,11,71.0,170.0,75.0,Orthodox,1980-02-29,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
JC Cottrell,17,5,69.0,155.0,,Orthodox,1989-11-04,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
JR Coughran,4,1,66.0,145.0,,Orthodox,1994-05-17,12.29,0.57,6.8,0.45,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/8112c9a23dccc759
Rashad Coulter,9,4,71.0,205.0,76.0,Orthodox,1981-11-27,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0,http://ufcstats.com/fighter-details/d1528ac5675558b1
Dave Courchaine,20,7,68.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/79ab17db3b40831a
Randy Couture,19,11,73.0,205.0,75.0,Orthodox,1963-06-22,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,http://ufcstats.com/fighter-details/0aa92558424ced9e
Kim Couture,3,8,68.0,135.0,,Orthodox,1975-12-18,12.12,0.8,2.31,0.69,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/84c43f0d25f15b0b
Ryan Couture,11,5,70.0,155.0,73.0,Orthodox,1982-08-27,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,http://ufcstats.com/fighter-details/46fd223e3ced39b3
Nikk Covert,3,4,68.0,185.0,,,1969-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/400c7b43c86d27d3
Colby Covington,17,3,71.0,170.0,72.0,Orthodox,1988-02-22,4.1,0.39,3.05,0.55,4.05,0.45,0.72,0.2,http://ufcstats.com/fighter-details/dc9572dd6ec74859
Hailey Cowan,7,2,68.0,135.0,67.0,Southpaw,1992-02-12,1.73,0.42,1.27,0.52,1.0,1.0,0.75,0.0,http://ufcstats.com/fighter-details/3c26c420584d912d
Jeff Cox,10,7,70.0,155.0,,Orthodox,1968-08-02,0.56,0.25,1.69,0.33,4.23,0.5,0.8,0.0,http://ufcstats.com/fighter-details/c9bbf1a0285a8076
Nathan Coy,15,7,70.0,170.0,69.0,Southpaw,1978-07-24,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,http://ufcstats.com/fighter-details/15ec018d144710db
Andrew Craig,9,4,73.0,170.0,76.0,Orthodox,1986-01-15,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,http://ufcstats.com/fighter-details/8a70ceb3edbe757b
Paul Craig,16,6,75.0,205.0,76.0,Orthodox,1987-11-27,2.44,0.46,2.88,0.47,1.81,0.2,0.5,1.7,http://ufcstats.com/fighter-details/eabf206b162b3b83
Dan Cramer,11,4,74.0,170.0,,Orthodox,1985-10-31,0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5,http://ufcstats.com/fighter-details/480b702debcb5433
Alberto Crane,15,5,65.0,155.0,,Orthodox,1976-07-14,0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0,http://ufcstats.com/fighter-details/25433871e4eee0f4
Tim Credeur,12,4,75.0,185.0,75.0,Orthodox,1977-07-09,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d
Paul Creighton,3,1,66.0,155.0,,Southpaw,1970-06-04,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0,http://ufcstats.com/fighter-details/ed73c85164a5f5a4
Alexander Crispim,8,6,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/15dedd05f8bcb475
Alex Crispin,0,1,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d
Kevin Croom,21,15,71.0,135.0,73.0,Orthodox,1987-07-15,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5,http://ufcstats.com/fighter-details/35b3772629e27a49
Ken Cross,11,3,72.0,155.0,72.0,Southpaw,1994-10-04,2.2,0.57,1.4,0.55,1.0,0.12,0.66,0.0,http://ufcstats.com/fighter-details/923767209632e08a
Jeff Crotty,1,1,,155.0,,,,0.93,0.35,3.33,0.54,5.0,0.38,0.0,1.0,http://ufcstats.com/fighter-details/98601a40e9d96047
Allen Crowder,10,4,75.0,245.0,76.0,Orthodox,1989-11-08,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Daron Cruickshank,18,10,68.0,155.0,72.0,Switch,1985-06-11,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,http://ufcstats.com/fighter-details/5f99b2bafb10305f
Richard Crunkilton,19,4,67.0,155.0,,Orthodox,1979-11-25,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3,http://ufcstats.com/fighter-details/22ee260735da0d58
Jimmy Crute,12,3,74.0,205.0,74.0,Orthodox,1996-03-04,3.67,0.55,3.04,0.45,5.19,0.64,0.6,2.3,http://ufcstats.com/fighter-details/70e1f8a821b72c8b
Marcio Cruz,8,3,76.0,232.0,,Orthodox,1978-04-24,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b
Dominick Cruz,24,4,68.0,135.0,68.0,Orthodox,1985-03-09,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Aalon Cruz,8,4,72.0,145.0,78.0,Switch,1989-09-20,7.58,0.39,8.88,0.58,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/003d82fa384ca1d0
Jay Cucciniello,8,1,67.0,155.0,,Orthodox,1986-07-23,0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0,http://ufcstats.com/fighter-details/683ea28a198936fe
Emilio Cuellar,6,1,,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3aeb69b4a13ff0e8
Josh Culibao,11,1,70.0,145.0,73.0,Orthodox,1994-05-24,2.96,0.43,3.13,0.59,0.0,0.0,0.82,0.5,http://ufcstats.com/fighter-details/6751eacd16bd59bc
Chris Culley,20,15,,145.0,,,1986-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e59b13321562eed3
Abel Cullum,20,6,67.0,139.0,,Orthodox,1987-04-21,1.82,0.4,1.23,0.46,4.01,0.52,0.0,2.8,http://ufcstats.com/fighter-details/2f8f3c69522db931
Zak Cummings,24,7,72.0,205.0,75.0,Southpaw,1984-08-02,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,http://ufcstats.com/fighter-details/4ba8d454f762005d
Everett Cummings,12,0,,205.0,,,,0.43,0.6,4.34,0.45,0.0,0.0,0.0,2.2,http://ufcstats.com/fighter-details/05e4be525cb3578c
Patrick Cummins,10,7,74.0,205.0,76.0,Orthodox,1980-11-16,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Luke Cummo,6,6,72.0,170.0,74.0,Orthodox,1980-04-27,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Hugo Cunha,6,0,76.0,250.0,,,1993-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/46a17755f80f63e8
Alton Cunningham,4,2,74.0,205.0,77.0,Orthodox,1993-06-24,3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0,http://ufcstats.com/fighter-details/305bde44ff664788
Santo Curatolo,6,2,63.0,125.0,62.0,Southpaw,1995-01-18,1.4,0.39,6.07,0.34,2.0,0.33,1.0,0.0,http://ufcstats.com/fighter-details/b8b765e320a8db39
Larry Cureton,0,2,74.0,240.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/46f11d15c0134fe3
Jeff Curran,36,18,66.0,135.0,69.0,Orthodox,1977-09-02,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a
Kailin Curran,4,5,64.0,115.0,65.0,Orthodox,1991-04-11,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,http://ufcstats.com/fighter-details/05b43e0ead3df345
Pat Curran,22,7,69.0,145.0,,,1987-08-31,4.7,0.58,4.4,0.63,2.5,0.62,0.66,0.0,http://ufcstats.com/fighter-details/d8291d0dd63da29c
Chris Curtis,30,9,70.0,185.0,75.0,Orthodox,1987-07-15,5.82,0.56,6.39,0.55,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Ion Cutelaba,16,9,73.0,205.0,75.0,Southpaw,1993-12-14,4.43,0.42,3.3,0.47,4.7,0.57,0.77,0.0,http://ufcstats.com/fighter-details/cd13728ae1151f46
Gleidson Cutis,7,4,69.0,155.0,,Orthodox,1989-02-07,2.99,0.52,8.28,0.59,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/44a94bbde42246e4
Sarah D'alelio,11,7,67.0,145.0,,,1980-12-13,2.4,0.33,0.0,1.0,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/ac45450f75d14f16
Marcos da Matta,11,3,64.0,145.0,,,1973-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3b6d84343579fd33
Henrique da Silva,14,5,75.0,205.0,76.0,Orthodox,1989-09-01,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Alex Da Silva,21,4,68.0,155.0,73.0,Orthodox,1996-02-04,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Daniel Da Silva,11,4,66.0,125.0,70.0,Switch,1996-06-05,4.29,0.6,10.26,0.26,1.4,0.33,0.0,0.0,http://ufcstats.com/fighter-details/31bb0772f21cabd8
Henrique Da Silva Lopes,5,2,75.0,240.0,,,1985-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1f8cd7634e8286ff
Nicolas Dalby,21,4,71.0,170.0,74.0,Orthodox,1984-11-16,3.74,0.41,3.35,0.53,1.09,0.3,0.65,0.1,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Paul Daley,39,15,69.0,170.0,76.0,Orthodox,1983-02-21,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,http://ufcstats.com/fighter-details/23725c826c481e7f
Dave Dalgliesh,30,19,74.0,205.0,,Orthodox,1978-04-05,0.0,0.0,1.85,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
Richard Dalton,4,3,73.0,205.0,,Orthodox,,1.2,0.69,3.27,0.25,1.0,0.11,0.0,0.0,http://ufcstats.com/fighter-details/6cd3dfc54f01287f
Aisling Daly,16,6,62.0,115.0,64.0,Orthodox,1987-12-24,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,http://ufcstats.com/fighter-details/e50cd77732d39967
Marko Damiani,0,2,72.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6e9b5c74c0860deb
Leonardo Damiani,10,3,70.0,170.0,69.0,Orthodox,1990-08-30,1.67,0.23,4.17,0.37,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/acd870570949d8a2
Rodrigo Damm,13,9,67.0,155.0,71.0,Orthodox,1980-02-03,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,http://ufcstats.com/fighter-details/a20d7dfaba74c067
Carina Damm,2,13,64.0,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/033343da4c0cff8a
Batgerel Danaa,12,4,67.0,135.0,70.0,Orthodox,1989-07-04,6.22,0.37,4.56,0.48,0.35,0.33,0.66,0.0,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Cindy Dandois,8,3,67.0,135.0,,Orthodox,1984-10-26,3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,http://ufcstats.com/fighter-details/9eef6584fab21fbb
Jarjis Danho,7,1,75.0,265.0,74.0,Orthodox,1983-10-15,3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0,http://ufcstats.com/fighter-details/8614b7134913f5d5
Raymond Daniels,0,1,74.0,185.0,,Southpaw,,0.0,0.0,2.61,0.38,0.0,0.0,0.33,3.0,http://ufcstats.com/fighter-details/fccb0fee256b7b4d
Marques Daniels,5,5,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/55a80a9365bc107d
Alexandre Dantas,0,3,74.0,238.0,,Orthodox,1979-03-01,0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Eduardo Dantas,20,4,70.0,135.0,,,1989-02-03,3.33,0.6,3.0,0.6,4.0,0.23,1.0,0.0,http://ufcstats.com/fighter-details/676a2e5ec4d7338c
Mac Danzig,21,12,68.0,155.0,70.0,Orthodox,1980-01-02,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,http://ufcstats.com/fighter-details/86f582852a5b240a
Karen Darabedyan,13,6,67.0,155.0,68.0,Orthodox,1986-12-18,3.43,0.51,2.62,0.67,2.14,0.75,0.0,0.0,http://ufcstats.com/fighter-details/d2fa318f34d0aadc
Beneil Dariush,22,4,70.0,155.0,72.0,Southpaw,1989-05-06,3.81,0.49,2.55,0.58,1.95,0.34,0.8,0.9,http://ufcstats.com/fighter-details/08af939f41b5a57b
Sean Daugherty,0,2,72.0,175.0,,,1975-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a683f9ddb70aa4bd
Kyle Daukaus,11,4,75.0,185.0,76.0,Southpaw,1993-02-27,3.22,0.52,2.94,0.42,2.12,0.25,0.82,1.9,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Chris Daukaus,12,6,75.0,250.0,76.0,Orthodox,1989-09-25,6.41,0.5,4.48,0.57,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Brian Davidson,13,4,66.0,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/42775dc893603154
Rick Davis,3,1,69.0,155.0,,Orthodox,,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2549d63da9c456cb
Marcus Davis,22,11,70.0,170.0,70.0,Southpaw,1973-08-24,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,http://ufcstats.com/fighter-details/b7d524c77c27389b
LC Davis,23,8,68.0,135.0,69.0,Southpaw,1980-10-28,2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Phil Davis,17,4,74.0,205.0,79.0,Orthodox,1984-09-25,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,http://ufcstats.com/fighter-details/902ab9197b83d0db
Lemont Davis,2,6,68.0,170.0,,Orthodox,,0.87,0.54,1.27,0.55,1.0,0.5,0.0,1.0,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Mike Davis,10,2,72.0,155.0,72.0,Orthodox,1992-10-07,5.83,0.52,6.2,0.56,3.04,0.53,0.69,0.2,http://ufcstats.com/fighter-details/fb3e61720be4690c
Justin Davis,13,16,71.0,205.0,,,1983-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/20697b334f6c0a45
Alexis Davis,21,11,66.0,135.0,68.0,Orthodox,1984-10-04,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Danny Davis,13,11,74.0,170.0,,,1982-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/570d40f993171b19
Brandon Davis,14,10,70.0,135.0,72.0,Orthodox,1990-05-08,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Hakeem Dawodu,13,3,68.0,145.0,73.0,Orthodox,1991-07-02,5.33,0.5,3.15,0.57,0.0,0.0,0.65,0.0,http://ufcstats.com/fighter-details/2c9d00968f818270
Grant Dawson,19,1,70.0,155.0,72.0,Switch,1994-02-20,3.12,0.51,2.41,0.45,3.8,0.34,0.4,1.6,http://ufcstats.com/fighter-details/99bd51917728c25d
Jason Day,19,12,72.0,185.0,72.0,Orthodox,1981-05-19,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
